1GMH-E-F	Positive	0.0715269	0.928473
1DOW-B-A	Negative	0.990608	0.00939232
1XMO-V-M	Positive	0.000840157	0.99916
1QKA-B-A	Positive	0.00284573	0.997154
1UF2-K-A	Negative	0.982061	0.0179392
1FZG-M-B	Positive	0.00643198	0.993568
1P13-D-A	Positive	0.264659	0.735341
1YDT-I-E	Positive	0.264494	0.735506
1T7D-C-A	Negative	0.557836	0.442164
1D4P-A-B	Negative	0.989838	0.0101617
1D4P-H-B	Negative	0.646504	0.353496
1YPH-B-D	Positive	0.227615	0.772385
1U92-C-A	Positive	0.191042	0.808958
1JAN-I-A	Positive	0.241673	0.758327
1GTJ-3-1	Positive	0.0838433	0.916157
1QJ7-A-B	Negative	0.615564	0.384436
1QJ7-I-B	Negative	0.738948	0.261052
1F4V-D-A	Negative	0.73987	0.26013
1RGJ-B-A	Negative	0.973582	0.0264183
1T65-B-A	Positive	0.000346377	0.999654
1HR9-O-B	Positive	0.000374008	0.999626
1G6R-P-A	Positive	0.0482223	0.951778
1N6D-G-A	Positive	0.000663778	0.999336
1CQT-I-A	Positive	0.00530673	0.994693
1CQT-J-A	Positive	0.00351097	0.996489
1EG4-P-A	Positive	0.188044	0.811956
1OYT-L-H	Negative	0.99106	0.00893955
1OYT-I-H	Negative	0.600021	0.399979
1AS4-B-A	Positive	0.192889	0.807111
1G1E-A-B	Negative	0.948299	0.0517008
1SGI-A-B	Negative	0.962832	0.0371684
1SGI-D-E	Negative	0.99139	0.0086104
1I1F-C-A	Positive	0.0127276	0.987272
1K4U-P-S	Negative	0.820004	0.179996
1BMB-I-A	Negative	0.616105	0.383895
1THR-I-H	Negative	0.944249	0.0557506
1MT1-A-B	Positive	0.300177	0.699823
1MT1-C-B	Positive	0.0778966	0.922103
1MT1-E-B	Positive	0.0669378	0.933062
1MT1-G-B	Positive	0.140691	0.859309
1MT1-I-H	Positive	0.106736	0.893264
1MT1-K-H	Positive	0.12076	0.87924
1U8P-C-A	Positive	0.0450745	0.954925
1Z71-B-A	Negative	0.559757	0.440243
1TVH-C-A	Negative	0.833792	0.166208
1TVH-F-D	Negative	0.833792	0.166208
1FFK-Y-P	Positive	0.0333348	0.966665
1H9H-I-E	Positive	0.0108704	0.98913
1IQ5-B-A	Positive	0.00097222	0.999028
1X3Z-I-A	Negative	0.902904	0.0970965
1NRO-L-H	Negative	0.95338	0.0466202
1NRO-R-H	Positive	0.155436	0.844564
1B3G-B-A	Positive	4.26807e-05	0.999957
1OGT-C-A	Positive	0.00133184	0.998668
1J4Q-B-A	Negative	0.836626	0.163374
1RBC-S-A	Negative	0.826047	0.173953
1HAJ-B-A	Negative	0.978522	0.0214782
