1GMH-E-F	Negative	0.950666	0.0493341
1DOW-B-A	Negative	0.917904	0.0820958
1XMO-V-M	Negative	0.900086	0.0999136
1QKA-B-A	Negative	0.841786	0.158214
1UF2-K-A	Negative	0.977194	0.0228064
1FZG-M-B	Positive	0.32854	0.67146
1P13-D-A	Negative	0.898184	0.101816
1YDT-I-E	Negative	0.975339	0.0246609
1T7D-C-A	Negative	0.545638	0.454362
1D4P-A-B	Negative	0.968481	0.0315191
1D4P-H-B	Negative	0.98237	0.0176304
1YPH-B-D	Positive	0.145156	0.854844
1U92-C-A	Negative	0.908423	0.0915773
1JAN-I-A	Positive	0.259611	0.740389
1GTJ-3-1	Negative	0.533478	0.466522
1QJ7-A-B	Negative	0.985225	0.0147751
1QJ7-I-B	Negative	0.997032	0.00296776
1F4V-D-A	Negative	0.889919	0.110081
1RGJ-B-A	Positive	0.00600374	0.993996
1T65-B-A	Negative	0.974337	0.0256631
1HR9-O-B	Positive	0.284348	0.715652
1G6R-P-A	Positive	0.360936	0.639064
1N6D-G-A	Negative	0.776255	0.223745
1CQT-I-A	Negative	0.885701	0.114299
1CQT-J-A	Negative	0.891258	0.108742
1EG4-P-A	Negative	0.981761	0.0182394
1OYT-L-H	Negative	0.976093	0.0239067
1OYT-I-H	Negative	0.870023	0.129977
1AS4-B-A	Negative	0.597372	0.402628
1G1E-A-B	Negative	0.97945	0.0205505
1SGI-A-B	Negative	0.975876	0.0241237
1SGI-D-E	Negative	0.980938	0.0190623
1I1F-C-A	Negative	0.525572	0.474428
1K4U-P-S	Negative	0.990298	0.00970223
1BMB-I-A	Negative	0.816172	0.183829
1THR-I-H	Negative	0.996012	0.00398816
1MT1-A-B	Negative	0.933072	0.0669279
1MT1-C-B	Negative	0.938399	0.0616013
1MT1-E-B	Negative	0.915325	0.0846751
1MT1-G-B	Negative	0.987904	0.0120962
1MT1-I-H	Negative	0.903067	0.0969333
1MT1-K-H	Negative	0.96058	0.03942
1U8P-C-A	Negative	0.912045	0.0879555
1Z71-B-A	Negative	0.988462	0.0115375
1TVH-C-A	Negative	0.927759	0.0722409
1TVH-F-D	Negative	0.927759	0.0722409
1FFK-Y-P	Negative	0.993946	0.00605446
1H9H-I-E	Negative	0.611052	0.388948
1IQ5-B-A	Positive	0.301647	0.698353
1X3Z-I-A	Positive	0.153506	0.846494
1NRO-L-H	Negative	0.962871	0.0371288
1NRO-R-H	Negative	0.783776	0.216225
1B3G-B-A	Negative	0.996667	0.00333282
1OGT-C-A	Positive	0.491363	0.508637
1J4Q-B-A	Positive	0.279508	0.720492
1RBC-S-A	Negative	0.955217	0.0447832
1HAJ-B-A	Positive	0.0768151	0.923185
1H6E-P-A	Negative	0.972896	0.0271043
1KUK-B-A	Negative	0.563741	0.436259
1Z7Z-5-1	Negative	0.679709	0.320291
1Z7Z-4-3	Positive	0.364173	0.635827
1HRI-4-1	Negative	0.992304	0.00769638
1TMT-I-H	Negative	0.677019	0.322981
1TMT-J-H	Negative	0.975262	0.0247379
1UTI-D-A	Negative	0.911029	0.0889709
1YVL-C-A	Negative	0.730113	0.269887
1RH5-C-A	Negative	0.656243	0.343757
1TJK-I-A	Negative	0.943584	0.0564155
1AW8-A-B	Negative	0.834877	0.165123
1ZY1-D-A	Positive	0.21522	0.78478
1Q4Q-O-A	Negative	0.951481	0.0485193
1Q4Q-R-A	Negative	0.898627	0.101373
1YM2-X-A	Negative	0.682822	0.317178
1MFG-B-A	Negative	0.837297	0.162703
1CFA-B-A	Positive	0.268433	0.731567
1BQP-B-A	Negative	0.957988	0.0420124
1BQP-D-A	Negative	0.957988	0.0420124
1I7U-C-A	Negative	0.671914	0.328086
1FZO-P-A	Positive	0.135075	0.864925
1OEB-D-A	Negative	0.709946	0.290054
1L3E-A-B	Negative	0.989794	0.0102057
1PRM-A-C	Negative	0.936507	0.0634932
1Z9O-G-A	Negative	0.534078	0.465922
1QUR-I-H	Negative	0.760976	0.239024
1W3C-C-A	Negative	0.942551	0.0574487
